090400010H-10,10,Rue du Cagarot,09700,La Bastide-de-Lordat,CAD,43.141721,1.710941
090400010H-105,105,Rue du Cagarot,09700,La Bastide-de-Lordat,CAD,43.140853,1.710745
090400010H-66,66,Rue du Cagarot,09700,La Bastide-de-Lordat,CAD,43.142138,1.710688
090400010H-69,69,Rue du Cagarot,09700,La Bastide-de-Lordat,CAD,43.142246,1.711141
090400010H-71,71,Rue du Cagarot,09700,La Bastide-de-Lordat,CAD,43.142352,1.711191
090400020U-103,103,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142258,1.712255
090400020U-118,118,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142024,1.711795
090400020U-14,14,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142647,1.711150
090400020U-19,19,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.141950,1.711258
090400020U-23,23,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142677,1.709901
090400020U-37,37,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142728,1.710936
090400020U-58,58,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142548,1.712617
090400020U-63,63,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142543,1.711732
090400020U-64,64,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142602,1.711385
090400020U-65,65,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142568,1.711301
090400020U-67,67,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.141950,1.711270
090400020U-68,68,Rue du Cammas,09700,La Bastide-de-Lordat,C+O,43.142121,1.711177
